transaction_id,date,store_id,product_sku,category,quantity_sold,sale_price,cost_price,discount_pct,footfall,weather,is_holiday,net_sales,gross_profit
TXN-000195,2022-02-05,Store-006,SKU-7787,Electronics,16,229.13,168.23,1.1,1025,Rainy,0,3625.75312,934.07312
TXN-000196,2022-08-16,Store-002,SKU-2958,Fresh,15,1837.45,92.36,29.8,1973,Cloudy,0,19348.3485,17962.9485
TXN-000197,2023-06-07,Store-011,SKU-2089,Electronics,6,894.08,1524.33,4.3,740,Cloudy,0,5133.807360000001,-4012.172639999999
TXN-000198,2023-04-19,Store-012,SKU-2578,Fresh,37,4192.02,1636.62,12.8,718,Hot,0,135251.33328000002,74696.39328000002
TXN-000199,2022-10-17,Store-001,SKU-9281,Electronics,9,2163.64,1947.17,26.7,1581,Hot,0,14273.53308,-3250.9969199999996
TXN-000200,2023-06-23,Store-005,SKU-5225,Fresh,8,2625.71,1847.43,3.2,1010,Rainy,0,20333.49824,5554.05824
TXN-000201,2023-09-12,Store-016,SKU-9243,Pharmacy,27,3357.71,1664.84,5.3,1079,Sunny,0,85853.28699,40902.60698999999
TXN-000202,2022-05-13,Store-009,SKU-8684,Fresh,31,4032.72,3355.76,1.1,1218,Sunny,0,123639.16247999998,19610.602479999972
TXN-000203,2023-02-09,Store-006,SKU-6795,Apparel,31,1905.89,3975.34,8.4,1613,Sunny,0,54119.652440000005,-69115.88756
TXN-000204,2022-03-27,Store-011,SKU-1721,Pharmacy,40,1517.57,125.2,4.7,1393,Rainy,0,57849.76839999999,52841.76839999999
TXN-000205,2023-04-30,Store-006,SKU-6215,Pharmacy,39,1756.43,1464.98,6.5,1730,Hot,0,64048.219950000006,6913.999950000005
TXN-000206,2023-04-12,Store-016,SKU-6558,FMCG,5,262.82,1125.16,22.2,1881,Hot,1,1022.3697999999999,-4603.430200000001
TXN-000207,2023-11-07,Store-009,SKU-8375,Fresh,16,2275.55,1847.88,14.8,1475,Cloudy,0,31020.2976,1454.2176
TXN-000208,2022-12-07,Store-008,SKU-4982,Fresh,1,4842.32,3907.37,10.8,747,Hot,0,4319.34944,411.97944000000007
TXN-000209,2022-07-23,Store-014,SKU-3593,Electronics,6,3194.91,373.25,18.8,1075,Cloudy,1,15565.60152,13326.10152
TXN-000210,2023-04-01,Store-015,SKU-7032,Fresh,43,1404.46,1824.56,28.9,918,Hot,1,42938.55558,-35517.52442
TXN-000211,2023-07-09,Store-011,SKU-7298,Apparel,38,4264.71,2351.63,0.7,1227,Hot,0,160924.56714,71562.62714
TXN-000212,2023-05-14,Store-004,SKU-4181,FMCG,40,353.33,3569.86,27.5,1085,Cloudy,0,10246.57,-132547.83
TXN-000213,2022-09-07,Store-003,SKU-6069,Fresh,37,407.07,2340.68,5.1,1249,Rainy,0,14293.44891,-72311.71109
TXN-000214,2022-11-21,Store-003,SKU-6030,Electronics,22,4183.04,3028.96,12.3,413,Cloudy,0,80707.57376,14070.453760000004
TXN-000215,2023-09-14,Store-012,SKU-5659,Pharmacy,6,4137.95,654.82,18.6,735,Cloudy,0,20209.747799999997,16280.827799999997
TXN-000216,2023-05-17,Store-013,SKU-1307,Apparel,8,1547.62,1418.04,15.4,411,Sunny,0,10474.292159999999,-870.0278400000007
TXN-000217,2023-09-01,Store-007,SKU-7440,FMCG,39,1384.38,2120.15,14.9,437,Hot,0,45946.18782000001,-36739.66218
TXN-000218,2023-11-02,Store-003,SKU-9163,Apparel,17,1276.84,1998.07,27.2,1535,Rainy,1,15802.171839999999,-18165.018160000003
TXN-000219,2022-03-29,Store-014,SKU-8723,Electronics,4,3682.3,270.45,12.2,247,Sunny,1,12932.2376,11850.437600000001
TXN-000220,2022-11-30,Store-016,SKU-1043,Fresh,12,2636.18,3781.09,0.4,1325,Cloudy,0,31507.623359999998,-13865.456640000004
TXN-000221,2023-09-28,Store-004,SKU-1198,Pharmacy,16,4727.19,3035.94,29.7,1439,Cloudy,0,53171.43312,4596.393120000001
TXN-000222,2022-12-16,Store-003,SKU-7852,Pharmacy,38,2692.31,1427.53,27.9,354,Hot,0,73763.90938000001,19517.769380000012
TXN-000223,2023-12-20,Store-007,SKU-1143,Apparel,28,890.01,1011.29,10.0,1732,Rainy,0,22428.252,-5887.867999999999
TXN-000224,2023-11-14,Store-012,SKU-6483,Electronics,22,3698.01,1301.23,2.8,796,Rainy,0,79078.24584,50451.185840000006
TXN-000225,2023-11-27,Store-017,SKU-6194,FMCG,21,4665.96,3256.86,13.3,1630,Rainy,1,84953.13372,16559.07372
TXN-000226,2022-07-16,Store-004,SKU-3047,Apparel,22,1981.41,3219.21,29.9,1195,Sunny,0,30557.305020000007,-40265.31497999999
TXN-000227,2022-08-10,Store-001,SKU-8587,Pharmacy,15,3890.71,1672.05,1.9,314,Hot,0,57251.79765,32171.04765
TXN-000228,2023-10-28,Store-019,SKU-1239,Fresh,26,3833.78,1490.5,5.1,470,Cloudy,0,94594.68771999999,55841.68771999999
TXN-000229,2023-09-20,Store-009,SKU-4829,Apparel,12,4106.05,523.76,0.8,257,Hot,0,48878.419200000004,42593.2992
TXN-000230,2023-08-08,Store-020,SKU-3036,Apparel,38,4221.33,504.01,1.3,313,Rainy,0,158325.20298,139172.82298
TXN-000231,2022-07-31,Store-010,SKU-8505,Apparel,19,1112.37,3556.25,29.0,924,Sunny,0,15005.871299999999,-52562.8787
TXN-000232,2023-10-27,Store-011,SKU-1130,Electronics,14,899.72,2816.03,16.9,1960,Rainy,0,10467.34248,-28957.077520000006
TXN-000233,2023-12-14,Store-019,SKU-1294,Apparel,31,3097.35,1484.76,25.4,1280,Hot,0,71629.3161,25601.7561
TXN-000234,2022-04-16,Store-009,SKU-3883,Pharmacy,39,3650.21,680.68,17.3,743,Cloudy,0,117730.22313,91183.70313000001
TXN-000235,2022-07-28,Store-011,SKU-7388,Fresh,38,3254.85,1702.35,3.3,1843,Sunny,0,119602.7181,54913.4181
TXN-000236,2023-12-01,Store-019,SKU-7499,Fresh,1,3472.54,2576.85,6.3,1420,Hot,0,3253.76998,676.9199800000001
TXN-000237,2023-08-08,Store-004,SKU-5455,Fresh,39,349.73,2297.83,20.5,1968,Hot,0,10843.37865,-78771.99135
TXN-000238,2022-10-29,Store-005,SKU-2070,Electronics,9,97.17,1021.13,5.9,1896,Hot,0,822.9327299999999,-8367.23727
TXN-000239,2022-12-28,Store-003,SKU-1161,Apparel,39,3049.51,2905.99,2.7,611,Hot,1,115719.75597000001,2386.145970000027
TXN-000240,2022-06-20,Store-019,SKU-4883,Electronics,11,4859.73,556.36,29.4,1765,Hot,0,37740.663179999996,31620.703179999997
TXN-000241,2023-05-02,Store-006,SKU-8022,Electronics,28,4847.62,338.85,19.7,1361,Hot,0,108993.88807999999,99506.08807999999
TXN-000242,2022-03-13,Store-006,SKU-7218,Apparel,24,2248.42,2790.65,14.2,346,Sunny,0,46299.46464,-20676.135360000007
TXN-000243,2022-10-13,Store-019,SKU-2905,Electronics,33,395.06,301.57,5.8,1039,Sunny,0,12280.835159999999,2329.0251599999992
TXN-000244,2023-01-19,Store-007,SKU-7158,Electronics,8,192.33,3697.32,22.4,124,Cloudy,0,1193.9846400000001,-28384.575360000003
TXN-000245,2022-12-15,Store-009,SKU-8515,Electronics,41,2055.35,2380.63,11.8,1673,Cloudy,0,74325.5667,-23280.263300000006
TXN-000246,2023-12-19,Store-004,SKU-9450,Apparel,44,1658.67,1733.44,28.2,1366,Hot,0,52400.70264,-23870.657359999997
TXN-000247,2022-05-08,Store-009,SKU-1637,Fresh,25,2361.86,1610.72,28.7,264,Hot,0,42100.154500000004,1832.1545000000042
TXN-000248,2022-09-12,Store-006,SKU-1060,FMCG,41,3098.15,874.49,25.4,1749,Cloudy,0,94760.01590000001,58905.92590000001
TXN-000249,2023-10-23,Store-007,SKU-7226,Pharmacy,8,3080.0,2725.02,1.6,892,Cloudy,0,24245.76,2445.5999999999985
TXN-000250,2023-07-01,Store-001,SKU-6620,Apparel,10,3015.43,3559.68,2.5,1451,Cloudy,0,29400.442499999997,-6196.357499999998
TXN-000251,2023-08-03,Store-007,SKU-8051,Electronics,12,2698.02,2211.5,0.1,1552,Cloudy,0,32343.863759999997,5805.863759999997
TXN-000252,2023-08-17,Store-007,SKU-2406,Apparel,17,878.4,2997.94,12.9,921,Rainy,0,13006.468799999999,-37958.51120000001
TXN-000253,2023-08-09,Store-001,SKU-2463,FMCG,34,4810.48,1880.84,22.1,426,Hot,0,127410.37327999999,63461.81327999999
TXN-000254,2023-01-07,Store-003,SKU-1064,Electronics,3,520.33,973.99,10.3,1728,Cloudy,0,1400.2080300000002,-1521.76197
TXN-000255,2023-10-25,Store-005,SKU-8439,Pharmacy,25,431.63,51.08,15.3,1843,Rainy,0,9139.76525,7862.76525
TXN-000256,2023-09-09,Store-001,SKU-5587,Apparel,30,827.98,163.94,4.5,570,Cloudy,0,23721.627,18803.427
TXN-000257,2023-09-29,Store-008,SKU-1314,Fresh,37,2573.27,2296.08,19.7,824,Rainy,0,76454.42497000001,-8500.535029999985
TXN-000258,2023-07-31,Store-014,SKU-5653,Apparel,20,3159.07,3819.54,12.0,1485,Sunny,1,55599.632000000005,-20791.167999999998
TXN-000259,2023-12-22,Store-019,SKU-3387,Electronics,32,1769.69,607.81,21.4,877,Rainy,0,44511.242880000005,25061.322880000007
TXN-000260,2022-08-26,Store-013,SKU-7232,FMCG,34,4015.86,2255.94,8.3,1887,Hot,1,125206.48307999999,48504.523079999984
TXN-000261,2023-10-04,Store-017,SKU-2194,FMCG,1,4149.22,2766.37,28.3,1663,Rainy,0,2974.99074,208.6207400000003
TXN-000262,2022-01-20,Store-015,SKU-2487,Electronics,8,4815.03,1594.14,25.0,898,Rainy,0,28890.18,16137.06
TXN-000263,2023-09-12,Store-002,SKU-3663,Fresh,13,1024.5,1116.3,27.1,1897,Cloudy,0,9709.1865,-4802.7135
TXN-000264,2022-01-05,Store-012,SKU-1216,Pharmacy,41,3618.5,748.87,10.5,1279,Rainy,0,132780.8575,102077.18750000001
TXN-000265,2022-03-07,Store-007,SKU-1352,Electronics,19,3594.01,3367.92,22.0,1126,Sunny,0,53263.228200000005,-10727.251799999998
TXN-000266,2022-11-09,Store-014,SKU-3311,Apparel,5,2839.97,112.53,15.8,157,Rainy,1,11956.273699999998,11393.623699999998
TXN-000267,2022-12-30,Store-011,SKU-6021,Pharmacy,23,3753.32,2203.62,16.8,853,Sunny,0,71823.53152,21140.27152000001
TXN-000268,2022-05-25,Store-012,SKU-4648,Pharmacy,9,3640.54,3498.89,3.1,1910,Rainy,0,31749.14934,259.13934000000154
TXN-000269,2022-10-22,Store-008,SKU-1773,Apparel,35,2075.92,1505.51,29.3,345,Sunny,0,51368.640400000004,-1324.2095999999947
TXN-000270,2023-03-14,Store-012,SKU-9094,Fresh,3,4017.47,3563.48,23.3,411,Cloudy,1,9244.19847,-1446.2415300000011
TXN-000271,2022-03-14,Store-011,SKU-5574,Apparel,21,4729.75,638.59,18.7,1804,Cloudy,1,80751.02175,67340.63175
TXN-000272,2023-01-30,Store-005,SKU-9018,Fresh,44,4839.88,82.1,25.7,493,Cloudy,0,158225.35696,154612.95696
TXN-000273,2023-09-15,Store-010,SKU-4613,FMCG,6,1531.49,1007.06,13.4,275,Cloudy,0,7957.62204,1915.2620400000005
TXN-000274,2022-06-13,Store-016,SKU-8833,Electronics,8,1883.88,2857.97,20.0,1911,Hot,0,12056.832000000002,-10806.927999999996
TXN-000275,2022-07-05,Store-016,SKU-4068,Electronics,39,3420.7,3602.89,1.4,1459,Sunny,0,131539.5978,-8973.112200000003
TXN-000276,2022-03-15,Store-014,SKU-6444,Apparel,31,2722.19,3903.05,24.3,1891,Cloudy,0,63881.63273,-57112.917270000005
TXN-000277,2022-09-11,Store-003,SKU-5879,Pharmacy,38,4003.38,1221.6,6.9,1995,Hot,0,141631.57764,95210.77764000001
TXN-000278,2023-06-26,Store-005,SKU-6082,Fresh,29,3538.99,369.62,7.5,735,Hot,1,94933.40675,84214.42675
TXN-000279,2023-08-28,Store-013,SKU-1137,Fresh,12,2569.99,496.93,7.2,1181,Hot,0,28619.408639999994,22656.248639999994
TXN-000280,2023-05-29,Store-003,SKU-8618,Fresh,8,3419.29,2018.18,5.3,719,Cloudy,0,25904.54104,9759.10104
TXN-000281,2023-05-21,Store-014,SKU-6041,FMCG,16,3539.37,2232.39,1.1,1803,Rainy,1,56006.99088,20288.75088
TXN-000282,2022-11-09,Store-018,SKU-2484,FMCG,49,1868.85,839.7,13.0,1294,Cloudy,0,79669.07549999999,38523.77549999999
TXN-000283,2022-02-19,Store-020,SKU-9742,Apparel,39,434.22,498.87,17.7,362,Cloudy,0,13937.15934,-5518.77066
TXN-000284,2022-06-21,Store-020,SKU-6104,Apparel,32,4130.28,980.88,22.1,766,Sunny,0,102959.61984,71571.45984
TXN-000285,2023-08-23,Store-019,SKU-2707,Fresh,5,2255.94,2770.73,1.7,748,Hot,0,11087.9451,-2765.704899999999
TXN-000286,2023-05-04,Store-017,SKU-8559,Fresh,30,1323.8,1077.97,10.2,1231,Hot,0,35663.172,3324.0719999999965
TXN-000287,2023-07-22,Store-020,SKU-9067,Electronics,12,532.28,2525.04,2.9,1625,Sunny,0,6202.12656,-24098.35344
TXN-000288,2022-08-06,Store-003,SKU-7307,Apparel,32,1262.75,871.26,29.2,412,Sunny,1,28608.863999999998,728.543999999998
TXN-000289,2022-01-06,Store-001,SKU-1644,Pharmacy,10,686.4,3303.25,16.7,1121,Rainy,0,5717.7119999999995,-27314.788
TXN-000290,2022-01-16,Store-017,SKU-3687,Pharmacy,1,2264.3,2616.56,26.6,1039,Cloudy,0,1661.9962,-954.5637999999999
TXN-000291,2022-04-21,Store-012,SKU-8816,Pharmacy,16,671.3,2839.38,5.2,828,Sunny,0,10182.2784,-35247.801600000006
TXN-000292,2023-08-18,Store-001,SKU-8484,FMCG,29,3904.93,1136.04,13.9,575,Sunny,0,97502.19717,64557.03717
TXN-000293,2022-12-30,Store-008,SKU-6137,Fresh,20,4480.07,433.48,2.8,162,Cloudy,0,87092.56079999999,78422.96079999999
TXN-000294,2022-09-23,Store-003,SKU-1087,Apparel,35,4119.79,380.01,24.4,515,Cloudy,1,109009.6434,95709.2934
TXN-000295,2023-08-22,Store-010,SKU-6722,Fresh,27,2887.58,601.39,12.7,566,Cloudy,0,68063.14818,51825.618180000005
TXN-000296,2022-02-12,Store-002,SKU-9653,FMCG,32,1517.36,2457.67,18.7,203,Rainy,0,39475.63776,-39169.802240000005
TXN-000297,2023-08-29,Store-011,SKU-2193,Electronics,48,2525.86,3471.01,9.0,1828,Rainy,0,110329.56480000001,-56278.9152
TXN-000298,2022-06-25,Store-009,SKU-4687,Fresh,29,4148.42,307.36,10.9,459,Sunny,0,107191.02438,98277.58438
TXN-000299,2022-10-25,Store-005,SKU-3255,Fresh,8,3740.43,1890.85,8.4,725,Hot,0,27409.871039999998,12283.071039999999
TXN-000300,2022-02-04,Store-016,SKU-6112,Pharmacy,9,2349.0,2918.35,17.4,133,Sunny,0,17462.466,-8802.683999999997
TXN-000301,2022-08-14,Store-008,SKU-9945,FMCG,7,3093.28,3696.88,25.8,417,Sunny,0,16066.496320000002,-9811.663679999998
TXN-000302,2023-05-28,Store-011,SKU-7336,FMCG,35,1878.17,2187.99,1.3,1017,Sunny,0,64881.38265,-11698.267349999995
TXN-000303,2023-09-24,Store-001,SKU-9801,Pharmacy,45,4137.97,1672.46,16.8,1261,Sunny,1,154925.5968,79664.8968
TXN-000304,2023-06-17,Store-019,SKU-7183,Fresh,43,290.3,3897.62,11.4,1804,Rainy,0,11059.8494,-156537.8106
TXN-000305,2022-10-29,Store-006,SKU-6659,Electronics,14,2742.93,3438.06,13.9,412,Sunny,0,33063.27822,-15069.561779999996
TXN-000306,2023-08-30,Store-019,SKU-8468,Pharmacy,44,4600.24,1908.45,20.3,1207,Cloudy,0,161321.21631999998,77349.41631999997
TXN-000307,2022-07-04,Store-012,SKU-2138,Fresh,10,4938.79,1238.12,21.0,1018,Hot,0,39016.441000000006,26635.24100000001
TXN-000308,2023-03-09,Store-004,SKU-3512,FMCG,19,891.71,3554.6,4.7,944,Hot,0,16146.19297,-51391.20702999999
TXN-000309,2022-03-23,Store-003,SKU-4093,FMCG,14,1614.17,3296.35,29.5,303,Rainy,0,15931.857900000003,-30217.0421
TXN-000310,2023-02-27,Store-003,SKU-3142,Apparel,21,1407.09,2242.6,7.8,1739,Rainy,0,27244.07658,-19850.523419999998
TXN-000311,2022-04-18,Store-003,SKU-3818,FMCG,10,4030.6,200.98,17.0,133,Hot,0,33453.979999999996,31444.179999999997
TXN-000312,2023-03-20,Store-018,SKU-8701,Electronics,37,231.5,3953.07,2.2,1249,Cloudy,0,8377.059,-137886.531
TXN-000313,2023-02-09,Store-017,SKU-4210,Pharmacy,49,3753.81,3061.21,15.5,902,Cloudy,1,155426.50305,5427.213049999991
TXN-000314,2022-02-14,Store-001,SKU-9832,FMCG,30,4251.87,3667.03,12.7,1636,Hot,1,111356.47529999999,1345.5752999999822
TXN-000315,2022-05-21,Store-015,SKU-8260,Electronics,14,4942.31,1497.51,17.0,640,Sunny,1,57429.64220000001,36464.50220000001
TXN-000316,2023-11-19,Store-013,SKU-9130,Apparel,22,978.95,1411.67,18.7,1737,Sunny,0,17509.4997,-13547.240300000001
TXN-000317,2022-12-23,Store-016,SKU-9109,Electronics,9,3364.56,2912.38,13.4,585,Rainy,0,26223.38064,11.960639999997511
TXN-000318,2022-07-03,Store-010,SKU-8160,FMCG,35,2432.64,2092.28,5.8,1748,Rainy,0,80204.1408,6974.340799999991
TXN-000319,2022-04-05,Store-003,SKU-9075,Pharmacy,23,2767.24,1644.56,14.4,1248,Rainy,0,54481.42112,16656.54112
TXN-000320,2023-07-22,Store-015,SKU-7660,Electronics,34,2161.86,855.66,13.3,1608,Rainy,0,63727.309080000006,34634.869080000004
TXN-000321,2022-03-22,Store-012,SKU-6155,Pharmacy,18,4273.45,3974.95,27.6,1028,Hot,1,55691.60039999999,-15857.499600000003
TXN-000322,2023-09-02,Store-019,SKU-2363,Fresh,49,271.72,3249.28,2.2,326,Hot,0,13021.36584,-146193.35416
TXN-000323,2023-10-03,Store-006,SKU-9763,FMCG,5,238.83,3281.56,29.8,1856,Sunny,0,838.2933,-15569.5067
TXN-000324,2023-06-05,Store-004,SKU-8355,Fresh,47,3415.09,711.03,22.2,577,Hot,0,124876.18094,91457.77094000002
TXN-000325,2022-08-23,Store-018,SKU-7209,Pharmacy,45,4388.91,1663.19,2.0,1511,Cloudy,0,193550.93099999998,118707.38099999998
TXN-000326,2022-10-20,Store-007,SKU-8646,Electronics,7,4588.66,958.82,18.7,1721,Hot,0,26114.064059999997,19402.324059999995
TXN-000327,2022-03-19,Store-006,SKU-8716,FMCG,39,665.34,3737.71,26.8,1229,Sunny,1,18994.12632,-126776.56368
TXN-000328,2022-04-12,Store-018,SKU-4573,FMCG,19,1653.37,1373.09,14.9,1723,Cloudy,0,26733.339529999997,644.6295299999983
TXN-000329,2022-06-14,Store-012,SKU-6225,Electronics,13,3384.24,1142.4,2.6,417,Cloudy,0,42851.24687999999,28000.04687999999
TXN-000330,2023-09-14,Store-002,SKU-6607,Apparel,36,4998.78,700.67,8.2,1355,Hot,1,165199.68144,139975.56144
TXN-000331,2022-03-09,Store-004,SKU-4553,FMCG,33,3278.75,1111.89,3.3,1322,Sunny,0,104628.19125,67935.82125000001
TXN-000332,2022-02-09,Store-005,SKU-6962,Apparel,42,1321.48,737.9,14.9,1118,Hot,0,47232.33816,16240.53816
TXN-000333,2022-10-03,Store-006,SKU-6617,Apparel,42,503.73,158.1,24.4,540,Cloudy,0,15994.43496,9354.234960000002
TXN-000334,2022-04-03,Store-004,SKU-9192,Fresh,9,3335.69,1463.26,25.3,566,Cloudy,0,22425.84387,9256.50387
TXN-000335,2023-08-12,Store-009,SKU-2778,Pharmacy,34,2114.92,3970.71,12.7,1305,Sunny,0,62775.05544,-72229.08456000002
TXN-000336,2022-08-04,Store-014,SKU-3053,Electronics,32,1590.04,2545.29,10.7,767,Rainy,1,45436.98304,-36012.29696
TXN-000337,2022-03-12,Store-002,SKU-7169,Pharmacy,28,1369.22,605.03,28.1,1365,Hot,0,27565.13704,10624.297040000001
TXN-000338,2022-05-03,Store-020,SKU-2033,Electronics,16,1587.61,1059.31,21.0,693,Sunny,0,20067.3904,3118.430400000001
TXN-000339,2022-06-08,Store-004,SKU-1842,Pharmacy,12,3505.62,2679.38,20.1,1580,Hot,0,33611.88456,1459.3245599999973
TXN-000340,2023-11-11,Store-012,SKU-9074,FMCG,3,4863.99,2177.96,9.3,560,Rainy,0,13234.91679,6701.036789999999
TXN-000341,2022-02-04,Store-011,SKU-4678,Apparel,19,1401.27,2128.11,28.1,1381,Hot,0,19142.74947,-21291.340530000005
TXN-000342,2022-04-14,Store-008,SKU-6318,Apparel,26,4397.48,3055.77,16.2,1404,Sunny,0,95812.29423999997,16362.27423999997
TXN-000343,2022-10-09,Store-002,SKU-6800,Electronics,3,691.47,144.55,6.3,514,Hot,0,1943.72217,1510.07217
TXN-000344,2023-11-01,Store-019,SKU-8776,Apparel,45,2734.81,1600.72,15.6,1566,Hot,0,103868.0838,31835.6838
TXN-000345,2023-11-09,Store-020,SKU-9361,Electronics,39,76.34,1126.52,6.6,113,Hot,0,2780.76084,-41153.519159999996
TXN-000346,2022-12-25,Store-007,SKU-9085,Apparel,37,3524.46,2438.44,23.0,123,Cloudy,0,100411.86540000001,10189.58540000001
TXN-000347,2022-04-10,Store-001,SKU-6534,FMCG,42,915.76,3712.16,2.9,687,Hot,0,37346.52432,-118564.19568
TXN-000348,2022-01-15,Store-001,SKU-5045,Electronics,40,3063.01,871.5,14.3,1154,Cloudy,0,104999.98280000001,70139.98280000001
TXN-000349,2023-05-20,Store-003,SKU-6034,FMCG,6,2961.38,3961.76,13.1,373,Cloudy,0,15440.63532,-8329.924680000002
TXN-000350,2022-05-27,Store-003,SKU-4983,Electronics,10,3863.51,3793.0,25.2,1963,Sunny,0,28899.054800000005,-9030.945199999995
TXN-000351,2023-06-02,Store-004,SKU-8909,Apparel,4,2836.87,3355.03,24.3,1940,Sunny,0,8590.04236,-4830.077640000001
TXN-000352,2022-01-04,Store-012,SKU-1340,Electronics,28,4624.07,543.34,13.5,1915,Sunny,0,111994.9754,96781.45539999999
TXN-000353,2022-08-17,Store-012,SKU-6206,Electronics,17,84.83,3259.95,3.2,1756,Rainy,0,1395.96248,-54023.18751999999
TXN-000354,2022-02-11,Store-010,SKU-8622,Fresh,16,1213.08,3149.34,11.8,1342,Hot,0,17118.984959999998,-33270.45504
TXN-000355,2023-12-24,Store-011,SKU-1358,Pharmacy,22,1283.65,2232.31,9.8,581,Hot,1,25472.750600000003,-23638.069399999997
TXN-000356,2023-09-21,Store-020,SKU-5941,Apparel,30,2697.42,81.21,12.2,1504,Sunny,0,71050.04280000001,68613.7428
TXN-000357,2022-10-25,Store-005,SKU-3664,FMCG,49,1969.43,279.69,25.5,224,Rainy,1,71894.04215000001,58189.23215000001
TXN-000358,2023-12-17,Store-004,SKU-1723,Electronics,43,3085.0,2004.95,4.6,1652,Rainy,0,126552.87,40340.01999999999
TXN-000359,2023-11-30,Store-019,SKU-2776,Electronics,37,4417.86,1073.57,1.7,694,Rainy,0,160681.98605999997,120959.89605999997
TXN-000360,2022-06-19,Store-002,SKU-4646,Pharmacy,29,4154.12,1824.8,21.1,1842,Cloudy,0,95050.41971999999,42131.219719999994
TXN-000361,2023-10-07,Store-013,SKU-7253,Electronics,30,3279.4,2306.26,28.8,754,Hot,0,70047.984,860.1839999999938
TXN-000362,2023-09-12,Store-019,SKU-6178,FMCG,36,3906.54,2032.13,3.1,1258,Rainy,0,136275.74135999999,63119.06135999998
TXN-000363,2022-09-09,Store-020,SKU-1242,FMCG,16,3659.93,1474.11,4.8,1716,Sunny,0,55748.053759999995,32162.293759999997
TXN-000364,2023-07-15,Store-018,SKU-7618,Apparel,27,1285.21,1272.65,21.2,127,Sunny,0,27344.127959999998,-7017.422040000005
TXN-000365,2022-02-23,Store-005,SKU-2986,Electronics,9,2777.45,551.91,1.6,877,Sunny,0,24597.0972,19629.9072
TXN-000366,2022-09-25,Store-016,SKU-5601,Fresh,43,4423.8,2364.58,15.9,1646,Hot,0,159977.87939999998,58300.939399999974
TXN-000367,2022-12-19,Store-002,SKU-5883,Electronics,24,258.86,134.3,2.8,1996,Hot,0,6038.68608,2815.48608
TXN-000368,2022-10-11,Store-012,SKU-7266,FMCG,37,3172.12,347.54,24.0,156,Sunny,0,89200.0144,76341.0344
TXN-000369,2022-08-24,Store-003,SKU-6143,Apparel,42,4430.8,3502.12,1.0,973,Cloudy,0,184232.664,37143.62399999998
TXN-000370,2023-06-25,Store-009,SKU-8608,Electronics,9,2957.74,3317.14,3.3,1295,Rainy,1,25741.211219999994,-4113.048780000005
TXN-000371,2023-08-23,Store-009,SKU-3434,Electronics,7,2180.42,2316.3,10.3,1261,Hot,0,13690.85718,-2523.2428200000013
TXN-000372,2022-06-06,Store-013,SKU-7031,Apparel,4,3632.78,760.31,3.9,987,Hot,0,13964.40632,10923.16632
TXN-000373,2023-12-26,Store-002,SKU-3255,FMCG,9,3481.54,402.26,15.0,713,Rainy,0,26633.781,23013.441
TXN-000374,2022-06-16,Store-018,SKU-6785,Pharmacy,38,3177.54,727.16,12.6,1611,Cloudy,0,105532.45848,77900.37848
TXN-000375,2022-03-08,Store-009,SKU-9984,Electronics,6,2615.68,2714.82,26.1,911,Hot,0,11597.925119999998,-4690.994880000004
TXN-000376,2023-12-21,Store-004,SKU-1397,Fresh,31,387.86,1854.25,23.6,1451,Rainy,0,9186.07624,-48295.67376
TXN-000377,2023-04-29,Store-015,SKU-2309,FMCG,39,726.51,3791.27,19.8,1502,Rainy,0,22723.77978,-125135.75022
TXN-000378,2023-10-13,Store-006,SKU-7555,Pharmacy,41,4430.59,2318.95,6.3,1075,Hot,1,170209.97603000002,75133.02603000002
TXN-000379,2022-02-01,Store-004,SKU-6492,Apparel,32,2296.51,3635.13,24.2,900,Cloudy,0,55704.14656000001,-60620.013439999995
TXN-000380,2022-04-13,Store-013,SKU-3218,Fresh,27,2852.74,589.42,25.2,1925,Sunny,0,57613.93704,41699.59704
TXN-000381,2022-05-20,Store-005,SKU-8747,Electronics,17,4925.44,2742.4,29.2,1517,Sunny,0,59282.595839999994,12661.795839999992
TXN-000382,2023-02-26,Store-015,SKU-2211,Apparel,32,674.87,1306.03,24.6,811,Hot,0,16283.26336,-25509.69664
TXN-000383,2022-07-17,Store-020,SKU-4274,Electronics,36,3127.76,3358.59,7.0,432,Sunny,0,104717.4048,-16191.835200000001
TXN-000384,2022-06-13,Store-003,SKU-7719,FMCG,2,2517.19,1644.72,5.3,1214,Cloudy,0,4767.55786,1478.1178599999998
TXN-000385,2022-07-04,Store-020,SKU-3107,FMCG,5,4338.97,3127.4,4.9,186,Hot,0,20631.80235,4994.802350000002
TXN-000386,2022-11-14,Store-005,SKU-8651,Fresh,46,4994.44,763.04,25.6,1275,Rainy,0,170929.71456,135829.87456
TXN-000387,2022-12-08,Store-004,SKU-3559,Fresh,46,763.24,2467.33,10.6,1934,Cloudy,0,31387.481760000002,-82109.69824
TXN-000388,2023-09-29,Store-017,SKU-1848,Electronics,42,4010.54,3858.71,13.6,692,Hot,0,145534.47551999998,-16531.34448000003
TXN-000389,2023-05-08,Store-011,SKU-3045,FMCG,10,3746.04,3478.57,27.3,678,Hot,0,27233.7108,-7551.989200000004
TXN-000390,2022-02-04,Store-010,SKU-1737,Pharmacy,2,3242.33,1782.35,20.6,1798,Hot,0,5148.8200400000005,1584.1200400000007
